time,max_temp,avg_conversion
0,300,0
0.0000000001,300.00001766867524,0.00000000000000011756000106220935
0.0000000002,300.0000353373764,0.00000000000000023512001750395284
0.0000000003,300.00005300610354,0.0000000000000003526800493252705
0.0000000004,300.0000706748566,0.0000000000000004702400965262123
0.0000000005,300.00008834363575,0.0000000000000005878001591068024
0.0000000006,300.0001060124409,0.0000000000000007053602370670725
0.0000000007000000000000001,300.00012368127193,0.0000000000000008229203304070838
0.0000000008,300.00014135012907,0.00000000000000094048043912686
0.0000000009,300.0001590190121,0.0000000000000010580405632264244
0.000000001,300.0001766879211,0.0000000000000011756007027058602
0.0000000011000000000000001,300.000194356856,0.0000000000000012931608575651456
0.0000000012,300.00021202581706,0.0000000000000014107210278043486
0.0000000013,300.00022969480403,0.0000000000000015282812134235343
0.0000000014000000000000001,300.000247363817,0.0000000000000016458414144227014
0.0000000015,300.00026503285585,0.0000000000000017634016308018613
0.0000000016,300.0002827019208,0.000000000000001880961862561136
0.0000000017000000000000001,300.0003003710117,0.0000000000000019985221097005164
0.0000000018,300.0003180401285,0.0000000000000021160823722199834
0.0000000019,300.0003357092714,0.000000000000002233642650119689
0.000000002,300.00035337844025,0.0000000000000023512029433996137
0.0000000021,300.0003710476351,0.0000000000000024687632520597585
0.0000000022000000000000003,300.0003887168558,0.000000000000002586323576100217
0.0000000023,300.0004063861026,0.0000000000000027038839155210207
0.0000000024,300.0004240553753,0.000000000000002821444270322193
0.0000000025,300.0004417246739,0.0000000000000029390046405037324
0.0000000026,300.00045939399854,0.000000000000003056565026065761
0.0000000027,300.00047706334925,0.0000000000000031741254270082338
0.0000000028000000000000003,300.00049473272594,0.0000000000000032916858433312945
0.0000000029,300.00051240212855,0.000000000000003409246275034845
0.000000003,300.00053007155714,0.0000000000000035268067221189983
0.0000000031,300.0005477410117,0.0000000000000036443671845838556
0.0000000032,300.0005654104922,0.000000000000003761927662429302
0.0000000033,300.0005830799987,0.00000000000000387948815565553
0.0000000034000000000000003,300.0006007495312,0.000000000000003997048664262457
0.0000000035000000000000003,300.0006184190897,0.000000000000004114609188250143
